NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY_FLAG,MEGA_EVOLUTION_FLAG,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,CAPTURE_RATE,BASE_EGG_HATCH_CYCLE,BASE_EGG_HATCH_STEPS,EGG_GROUP1,EGG_GROUP2,BASE_EXP,EFFORT_HP,EFFORT_ATK,EFFORT_DEF,EFFORT_SP_ATK,EFFORT_SP_DEF,EFFORT_SPD,EFFORT_TOTAL
606,1,6061,Beheeyem,Psychic,,Brown,Telepathy,Synchronize,Analytic,5,0,0,1,34.5,75,75,75,125,95,40,485,90,20,5120,Human-Like,,170,0,0,0,2,0,0,2
607,1,6071,Litwick,Ghost,Fire,White,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275,190,20,5120,Amorphous,,55,0,0,0,1,0,0,1
608,1,6081,Lampent,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13,60,40,60,95,60,55,370,90,20,5120,Amorphous,,130,0,0,0,2,0,0,2
609,1,6091,Chandelure,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,1,34.3,60,55,90,145,90,80,520,45,20,5120,Amorphous,,260,0,0,0,3,0,0,3
610,1,6101,Axew,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18,46,87,60,30,40,57,320,75,40,10240,Monster,Dragon,64,0,1,0,0,0,0,1
611,1,6111,Fraxure,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,1,36,66,117,70,40,50,67,410,60,40,10240,Monster,Dragon,144,0,2,0,0,0,0,2
612,1,6121,Haxorus,Dragon,,Yellow,Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540,45,40,10240,Monster,Dragon,270,0,3,0,0,0,0,3
613,1,6131,Cubchoo,Ice,,White,Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305,120,20,5120,Field,,61,0,1,0,0,0,0,1
614,1,6141,Beartic,Ice,,White,Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260,95,130,80,70,80,50,505,60,20,5120,Field,,177,0,2,0,0,0,0,2
615,1,6151,Cryogonal,Ice,,Blue,Levitate,,,5,0,0,1.1,148,80,50,50,95,135,105,515,25,25,6400,Mineral,,180,0,0,0,0,2,0,2
616,1,6161,Shelmet,Bug,,Red,Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305,200,15,3840,Bug,,61,0,0,1,0,0,0,1
617,1,6171,Accelgor,Bug,,Red,Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495,75,15,3840,Bug,,173,0,0,0,0,0,2,2
618,1,6181,Stunfisk,Electric,Ground,Brown,Stanfisk,Limber,Sand Veil,5,0,0,0.7,11,109,66,84,81,99,32,471,75,20,5120,Water1,Amorphous,165,2,0,0,0,0,0,2
618,2,6182,Stunfisk,Ground,Steel,Green,Mimicry,,,8,0,0,0.7,20.5,109,81,99,66,84,32,471,75,20,5120,Water1,Amorphous,165,2,0,0,0,0,0,2
619,1,6191,Mienfoo,Fighting,,Yellow,Inner Focus,Regenerator,Reckless,5,0,0,0.9,20,45,85,50,55,50,65,350,180,25,6400,Field,Human-Like,70,0,1,0,0,0,0,1
620,1,6201,Mienshao,Fighting,,Purple,Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510,45,25,6400,Field,Human-Like,179,0,2,0,0,0,0,2
621,1,6211,Druddigon,Dragon,,Red,Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139,77,120,90,60,90,48,485,45,30,7680,Dragon,Monster,170,0,2,0,0,0,0,2
622,1,6221,Golett,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,1,92,59,74,50,35,50,35,303,190,25,6400,Mineral,,61,0,1,0,0,0,0,1
623,1,6231,Golurk,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,2.8,330,89,124,80,55,80,55,483,90,25,6400,Mineral,,169,0,2,0,0,0,0,2
624,1,6241,Pawniard,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5,0,0,0.5,10.2,45,85,70,40,40,60,340,120,20,5120,Human-Like,,68,0,1,0,0,0,0,1
625,1,6251,Bisharp,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5,0,0,1.6,70,65,125,100,60,70,70,490,45,20,5120,Human-Like,,172,0,2,0,0,0,0,2
626,1,6261,Bouffalant,Normal,,Brown,Reckless,Sap Sipper,Soundproof,5,0,0,1.6,94.6,95,110,95,40,95,55,490,45,20,5120,Field,,172,0,2,0,0,0,0,2
627,1,6271,Rufflet,Normal,Flying,White,Keen Eye,Sheer Force,Hustle,5,0,0,0.5,10.5,70,83,50,37,50,60,350,190,20,5120,Flying,,70,0,1,0,0,0,0,1
628,1,6281,Braviary,Normal,Flying,Red,Keen Eye,Sheer Force,Defiant,5,0,0,1.5,41,100,123,75,57,75,80,510,60,20,5120,Flying,,179,0,2,0,0,0,0,2
629,1,6291,Vullaby,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,0.5,9,70,55,75,45,65,60,370,190,20,5120,Flying,,74,0,0,1,0,0,0,1
630,1,6301,Mandibuzz,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,1.2,39.5,110,65,105,55,95,80,510,60,20,5120,Flying,,179,0,0,0,2,0,0,2
631,1,6311,Heatmor,Fire,,Red,Gluttony,Flaash Fire,White Smoke,5,0,0,1.4,58,85,97,66,105,66,65,484,90,20,5120,Field,,169,0,0,0,2,0,0,2
632,1,6321,Durant,Bug,Steel,Grey,Swarm,Hustle,Truant,5,0,0,0.3,33,58,109,112,48,48,109,484,90,20,5120,Bug,,169,0,0,2,0,0,0,2
633,1,6331,Deino,Dark,Dragon,Blue,Hustle,,,5,0,0,0.8,17.3,52,65,50,45,50,38,300,45,40,10240,Dragon,,60,0,1,0,0,0,0,1
634,1,6341,Zweilous,Dark,Dragon,Blue,Hustle,,,5,0,0,1.4,50,72,85,70,65,70,58,420,45,40,10240,Dragon,,147,0,2,0,0,0,0,2
635,1,6351,Hydreigon,Dark,Dragon,Blue,Levitate,,,5,0,0,1.8,160,92,105,90,125,90,98,600,45,40,10240,Dragon,,300,0,0,0,3,0,0,3
636,1,6361,Larvesta,Bug,Fire,White,Flame Body,,Swarm,5,0,0,1.1,28.8,55,85,55,50,55,60,360,45,40,10240,Bug,,72,0,1,0,0,0,0,1
637,1,6371,Volcarona,Bug,Fire,White,Flame Body,,Swarm,5,0,0,1.6,46,85,60,65,135,105,100,550,15,40,10240,Bug,,275,0,0,0,3,0,0,3
638,1,6381,Cobalion,Steel,Fighting,Blue,Justified,,,5,1,0,2.1,250,91,90,129,90,72,108,580,3,80,20480,Undiscovered,,290,0,0,3,0,0,0,3
639,1,6391,Terrakion,Rock,Fighting,Grey,Justified,,,5,1,0,1.9,260,91,129,90,72,90,108,580,3,80,20480,Undiscovered,,290,0,3,0,0,0,0,3
640,1,6401,Virizion,Grass,Fighting,Green,Justified,,,5,1,0,2,200,91,90,72,90,129,108,580,3,80,20480,Undiscovered,,290,0,0,0,0,3,0,3
641,1,6411,Tornadus,Flying,,Green,Prankster,,Defiant,5,1,0,1.5,63,79,115,70,125,80,111,580,3,120,30720,Undiscovered,,290,0,3,0,0,0,0,3
641,2,6412,Tornadus,Flying,,Green,Regenerator,,,5,1,0,1.4,63,79,100,80,110,90,121,580,3,120,30720,Undiscovered,,290,0,0,0,0,0,3,3
642,1,6421,Thundurus,Electric,Flying,Blue,Prankster,,Defiant,5,1,0,1.5,61,79,115,70,125,80,111,580,3,120,30720,Undiscovered,,290,0,3,0,0,0,0,3
642,2,6422,Thundurus,Electric,Flying,Blue,Volt Absorb,,,5,1,0,3,61,79,105,70,145,80,101,580,3,120,30720,Undiscovered,,290,0,0,0,3,0,0,3
643,1,6431,Reshiram,Dragon,Fire,White,Turboblaze,,,5,1,0,3.2,330,100,120,100,150,120,90,680,3,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
644,1,6441,Zekrom,Dragon,Electric,Black,Terabolt,,,5,1,0,2.9,345,100,150,120,120,100,90,680,3,120,30720,Undiscovered,,340,0,3,0,0,0,0,3
645,1,6451,Landorus,Ground,Flying,Brown,Sand Force,,Sheer Force,5,1,0,1.5,68,89,125,90,115,80,101,600,3,120,30720,Undiscovered,,300,0,0,0,3,0,0,3
645,2,6452,Landorus,Ground,Flying,Brown,Intimidate,,,5,1,0,1.3,68,89,145,90,105,80,91,600,3,120,30720,Undiscovered,,300,0,3,0,0,0,0,3
646,1,6461,Kyurem,Dragon,Ice,Grey,Pressure,,,5,1,0,3,325,125,130,90,130,90,95,660,3,120,30720,Undiscovered,,330,1,1,0,1,0,0,3
646,2,6462,Kyurem,Dragon,Ice,Grey,Turboblaze,,,5,1,0,3.6,325,125,120,90,170,100,95,700,3,120,30720,Undiscovered,,350,0,0,0,3,0,0,3
646,3,6463,Kyurem,Dragon,Ice,Grey,Terabolt,,,5,1,0,3.3,325,125,170,100,120,90,95,700,3,120,30720,Undiscovered,,350,0,3,0,0,0,0,3
647,1,6471,Keldeo,Water,Fighting,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580,3,80,20480,Undiscovered,,290,0,0,0,3,0,0,3
647,2,6472,Keldeo,Water,Fighting,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580,3,80,20480,Undiscovered,,290,0,0,0,3,0,0,3
648,1,6481,Meloetta,Normal,Psychic,White,Serene Grace,,,5,1,0,0.6,6.5,100,77,77,128,128,90,600,3,120,30720,Undiscovered,,300,0,0,0,1,1,1,3
648,2,6482,Meloetta,Normal,Fighting,White,Serene Grace,,,5,1,0,0.6,6.5,100,128,90,77,77,128,600,3,120,30720,Undiscovered,,300,0,1,1,0,0,1,3
649,1,6491,Genesect,Bug,Steel,Purple,Download,,,5,1,0,1.5,82.5,71,120,95,120,95,99,600,3,120,30720,Undiscovered,,300,0,1,0,1,0,1,3
650,1,6501,Chespin,Grass,,Green,Overgrow,,Bulletproof,6,0,0,0.4,9,56,61,65,48,45,38,313,45,20,5120,Field,,63,0,0,1,0,0,0,1
651,1,6511,Quilladin,Grass,,Green,Overgrow,,Bulletproof,6,0,0,0.7,29,61,78,95,56,58,57,405,45,20,5120,Field,,142,0,0,2,0,0,0,2
652,1,6521,Chesnaught,Grass,Fighting,Green,Overgrow,,Bulletproof,6,0,0,1.6,90,88,107,122,74,75,64,530,45,20,5120,Field,,265,0,0,3,0,0,0,3
653,1,6531,Fennekin,Fire,,Red,Blaze,,Magician,6,0,0,0.4,9.4,40,45,40,62,60,60,307,45,20,5120,Field,,61,0,0,0,1,0,0,1
654,1,6541,Braixen,Fire,,Red,Blaze,,Magician,6,0,0,1,14.5,59,59,58,90,70,73,409,45,20,5120,Field,,143,0,0,0,2,0,0,2
655,1,6551,Delphox,Fire,Psychic,Red,Blaze,,Magician,6,0,0,1.5,39,75,69,72,114,100,104,534,45,20,5120,Field,,267,0,0,0,3,0,0,3
656,1,6561,Froakie,Water,,Blue,Torrent,,Protean,6,0,0,0.3,7,41,56,40,62,44,71,314,45,20,5120,Water1,,63,0,0,0,0,0,1,1
657,1,6571,Frogadier,Water,,Blue,Torrent,,Protean,6,0,0,0.6,10.9,54,63,52,83,56,97,405,45,20,5120,Water1,,142,0,0,0,0,0,2,2
658,1,6581,Greninja,Water,Dark,Blue,Torrent,,Protean,6,0,0,1.5,40,72,95,67,103,71,122,530,45,20,5120,Water1,,265,0,0,0,0,0,3,3
658,2,6582,Greninja,Water,Dark,Blue,Battle Bond,,,7,1,0,1.5,40,72,145,67,153,71,132,640,45,20,5120,Water1,,320,0,0,0,0,0,3,3
659,1,6591,Bunnelby,Normal,,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,0.4,5,38,36,38,32,36,57,237,255,15,3840,Field,,47,0,0,0,0,0,1,1
660,1,6601,Diggersby,Normal,Ground,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,1,42.4,85,56,77,50,77,78,423,127,15,3840,Field,,148,2,0,0,0,0,0,2
661,1,6611,Fletchling,Normal,Flying,Red,Big Pecks,,Gale Wings,6,0,0,0.3,1.7,45,50,43,40,38,62,278,255,15,3840,Flying,,56,0,0,0,0,0,1,1
662,1,6621,Fletchinder,Fire,Flying,Red,Flame Body,,Gale Wings,6,0,0,0.7,16,62,73,55,56,52,84,382,120,15,3840,Flying,,134,0,0,0,0,0,2,2
663,1,6631,Talonflame,Fire,Flying,Red,Flame Body,,Gale Wings,6,0,0,1.2,24.5,78,81,71,74,69,126,499,45,15,3840,Flying,,175,0,0,0,0,0,3,3
664,1,6641,Scatterbug,Bug,,Black,Shield Dust,Compound Eyes,Friend Guard,6,0,0,0.3,2.5,38,35,40,27,25,35,200,255,15,3840,Bug,,40,0,0,1,0,0,0,1
665,1,6651,Spewpa,Bug,,Black,Shed Skin,,Friend Guard,6,0,0,0.3,8.4,45,22,60,27,30,29,213,120,15,3840,Bug,,75,0,0,2,0,0,0,2
666,1,6661,Vivillon,Bug,Flying,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,45,15,3840,Bug,,206,1,0,0,1,0,1,3
667,1,6671,Litleo,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6,0,0,0.6,13.5,62,50,58,73,54,72,369,220,20,5120,Field,,74,0,0,0,1,0,0,1
668,1,6681,Pyroar,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6,0,0,1.5,81.5,86,68,72,109,66,106,507,65,20,5120,Field,,177,0,0,0,2,0,0,2
669,1,6691,Flabebe,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,225,20,5120,Fairy,,130,0,0,0,0,2,0,2
670,1,6701,Floette,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,120,20,5120,Fairy,,243,0,0,0,0,2,0,2
671,1,6711,Florges,Fairy,,White,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552,45,20,5120,Fairy,,276,0,0,0,0,3,0,3
672,1,6721,Skiddo,Grass,,Brown,Sap Sipper,,Grass Pelt,6,0,0,0.9,31,66,65,48,62,57,52,350,200,20,5120,Field,,70,1,0,0,0,0,0,1
673,1,6731,Gogoat,Grass,,Brown,Sap Sipper,,Grass Pelt,6,0,0,1.7,91,123,100,62,97,81,68,531,45,20,5120,Field,,186,2,0,0,0,0,0,2
674,1,6741,Pancham,Fighting,,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,0.6,8,67,82,62,46,48,43,348,220,25,6400,Field,Human-Like,70,0,1,0,0,0,0,1
675,1,6751,Pangoro,Fighting,Dark,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,2.1,136,95,124,78,69,71,58,495,65,25,6400,Field,Human-Like,173,0,2,0,0,0,0,2
676,1,6761,Furfrou,Normal,,White,Fur Coat,,,6,0,0,1.2,28,75,80,60,65,90,102,472,160,20,5120,Field,,165,0,0,0,0,0,1,1
677,1,6771,Espurr,Psychic,,Grey,Keen Eye,Infiltrator,Own Tempo,6,0,0,0.3,3.5,62,48,54,63,60,68,355,190,20,5120,Field,,71,0,0,0,0,0,1,1
678,1,6781,Meowstic M,Psychic,,Blue,Keen Eye,Infiltrator,Prankster,6,0,0,0.6,8.5,74,48,76,83,81,104,466,75,20,5120,Field,,163,0,0,0,0,0,2,2
678,2,6782,Meowstic F,Psychic,,White,Keen Eye,Infiltrator,Competitive,6,0,0,0.6,8.5,74,48,76,83,81,104,466,75,20,5120,Field,,163,0,0,0,0,0,2,2
679,1,6791,Honedge,Steel,Ghost,Brown,No Guard,,,6,0,0,0.8,2,45,80,100,35,37,28,325,180,20,5120,Mineral,,65,0,0,1,0,0,0,1
680,1,6801,Doublade,Steel,Ghost,Brown,No Guard,,,6,0,0,0.8,4.5,59,110,150,45,49,35,448,90,20,5120,Mineral,,157,0,0,2,0,0,0,2
681,1,6811,Aegislash,Steel,Ghost,Brown,Stance Change,,,6,0,0,1.7,53,60,50,150,50,150,60,520,45,20,5120,Mineral,,250,0,0,2,0,1,0,3
681,2,6812,Aegislash,Steel,Ghost,Brown,Stance Change,,,6,0,0,1.7,53,60,150,50,150,50,60,520,45,20,5120,Mineral,,250,0,2,0,1,0,0,3
682,1,6821,Spritzee,Fairy,,Pink,Healer,,Aroma Veil,6,0,0,0.2,0.5,78,52,60,63,65,23,341,200,20,5120,Fairy,,68,1,0,0,0,0,0,1
683,1,6831,Aromatisse,Fairy,,Pink,Healer,,Aroma Veil,6,0,0,0.8,15.5,101,72,72,99,89,29,462,140,20,5120,Fairy,,162,2,0,0,0,0,0,2
684,1,6841,Swirlix,Fairy,,White,Sweet Veil,,Unburden,6,0,0,0.4,3.5,62,48,66,59,57,49,341,200,20,5120,Fairy,,68,0,0,1,0,0,0,1
685,1,6851,Slurpuff,Fairy,,White,Sweet Veil,,Unburden,6,0,0,0.8,5,82,80,86,85,75,72,480,140,20,5120,Fairy,,168,0,0,2,0,0,0,2
686,1,6861,Inkay,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,0.4,3.5,53,54,53,37,46,45,288,190,20,5120,Water1,Water2,58,0,1,0,0,0,0,1
687,1,6871,Malamar,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,1.5,47,86,92,88,68,75,73,482,80,20,5120,Water1,Water2,169,0,2,0,0,0,0,2
688,1,6881,Binacle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,0.5,31,42,52,67,39,56,50,306,120,20,5120,Water3,,61,0,1,0,0,0,0,1
689,1,6891,Barbaracle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,1.3,96,72,105,115,54,86,68,500,45,20,5120,Water3,,175,0,2,0,0,0,0,2
690,1,6901,Skrelp,Poison,Water,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,0.5,7.3,50,60,60,60,60,30,320,225,20,5120,Water1,Dragon,64,0,0,0,0,1,0,1
691,1,6911,Dragalge,Poison,Dragon,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,1.8,81.5,65,75,90,97,123,44,494,55,20,5120,Water1,Dragon,173,0,0,0,0,2,0,2
692,1,6921,Clauncher,Water,,Blue,Mega Launcher,,,6,0,0,0.5,8.3,50,53,62,58,63,44,330,225,15,3840,Water1,Water3,66,0,0,0,1,0,0,1
693,1,6931,Clawitzer,Water,,Blue,Mega Launcher,,,6,0,0,1.3,35.3,71,73,88,120,89,59,500,55,15,3840,Water1,Water3,100,0,0,0,2,0,0,2
694,1,6941,Helioptile,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,0.5,6,44,38,33,61,43,70,289,190,20,5120,Monster,Dragon,58,0,0,0,0,0,1,1
695,1,6951,Heliolisk,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,1,21,62,55,52,109,94,109,481,75,20,5120,Monster,Dragon,168,0,0,0,1,0,1,2
696,1,6961,Tyrunt,Rock,Dragon,Brown,Strong Jaw,,Sturdy,6,0,0,0.8,26,58,89,77,45,45,48,362,45,30,7680,Monster,Dragon,72,0,1,0,0,0,0,1
697,1,6971,Tyrantrum,Rock,Dragon,Red,Strong Jaw,,Rock Head,6,0,0,2.5,270,82,121,119,69,59,71,521,45,30,7680,Monster,Dragon,182,0,2,0,0,0,0,2
698,1,6981,Amaura,Rock,Ice,Blue,Refrigerate,,Snow Warning,6,0,0,1.3,25.2,77,59,50,67,63,46,362,45,30,7680,Monster,,72,1,0,0,0,0,0,1
699,1,6991,Aurorus,Rock,Ice,Blue,Refrigerate,,Snow Warning,6,0,0,2.7,225,123,77,72,99,92,58,521,45,30,7680,Monster,,104,2,0,0,0,0,0,2
700,1,7001,Sylveon,Fairy,,Pink,Cute Charm,,Pixilate,6,0,0,1,23.5,95,65,65,110,130,60,525,45,35,8960,Field,,184,0,0,0,0,2,0,2
701,1,7011,Hawlucha,Fighting,Flying,Green,Limber,Unburden,Mold Breaker,6,0,0,0.8,21.5,78,92,75,74,63,118,500,100,20,5120,Flying,Human-Like,175,0,2,0,0,0,0,2
702,1,7021,Dedenne,Electric,Fairy,Yellow,Cheek Pouch,Pickup,Plus,6,0,0,0.2,2.2,67,58,57,81,67,101,431,180,20,5120,Field,Fairy,151,0,0,0,0,0,2,2
703,1,7031,Carbink,Rock,Fairy,Grey,Clear Body,,Sturdy,6,0,0,0.3,5.7,50,50,150,50,150,50,500,60,25,6400,Fairy,Mineral,100,0,0,1,0,1,0,2
704,1,7041,Goomy,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.3,2.8,45,50,35,55,75,40,300,45,40,10240,Dragon,,60,0,0,0,0,1,0,1
705,1,7051,Sliggoo,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.8,17.5,68,75,53,83,113,60,452,45,40,10240,Dragon,,158,0,0,0,0,2,0,2
706,1,7061,Goodra,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,2,150.5,90,100,70,110,150,80,600,45,40,10240,Dragon,,300,0,0,0,0,3,0,3
707,1,7071,Klefki,Steel,Fairy,Grey,Prankster,,Magician,6,0,0,0.2,3,57,80,91,80,87,75,470,75,20,5120,Mineral,,165,0,0,1,0,0,0,1
708,1,7081,Phantump,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6,0,0,0.4,7,43,70,48,50,60,38,309,120,20,5120,Grass,Amorphous,62,0,1,0,0,0,0,1
709,1,7091,Trevenant,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6,0,0,1.5,71,85,110,76,65,82,56,474,60,20,5120,Grass,Amorphous,166,0,2,0,0,0,0,2
710,1,7101,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.3,3.5,49,66,70,44,55,51,335,120,20,5120,Amorphous,,67,0,0,1,0,0,0,1
710,2,7102,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.4,5,44,66,70,44,55,56,335,120,20,5120,Amorphous,,67,0,0,1,0,0,0,1
710,3,7103,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.5,7.5,54,66,70,44,55,46,335,120,20,5120,Amorphous,,67,0,0,1,0,0,0,1
710,4,7104,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.8,15,59,66,70,44,55,41,335,120,20,5120,Amorphous,,67,0,0,1,0,0,0,1
711,1,7111,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.7,9.5,65,90,122,58,75,84,494,60,20,5120,Amorphous,,173,0,0,2,0,0,0,2
711,2,7112,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,0.9,12.5,55,85,122,58,75,99,494,60,20,5120,Amorphous,,173,0,0,2,0,0,0,2
711,3,7113,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,1.1,14,75,95,122,58,75,69,494,60,20,5120,Amorphous,,173,0,0,2,0,0,0,2
711,4,7114,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6,0,0,1.7,39,85,100,122,58,75,54,494,60,20,5120,Amorphous,,173,0,0,2,0,0,0,2
712,1,7121,Bergmite,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,1,99.5,55,69,85,32,35,28,304,190,20,5120,Monster,Mineral,61,0,0,1,0,0,0,1
713,1,7131,Avalugg,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,2,505,95,117,184,44,46,28,514,55,20,5120,Monster,Mineral,180,0,0,2,0,0,0,2
714,1,7141,Noibat,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6,0,0,0.5,8,40,30,35,45,40,55,245,190,20,5120,Flying,Dragon,49,0,0,0,0,0,1,1
715,1,7151,Noivern,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6,0,0,1.5,85,85,70,80,97,80,123,535,45,20,5120,Flying,Dragon,187,0,0,0,0,0,2,2
716,1,7161,Xerneas,Fairy,,Blue,Fairy Aura,,,6,1,0,3,215,126,131,95,131,98,99,680,45,120,30720,Undiscovered,,340,3,0,0,0,0,0,3
717,1,7171,Yveltal,Dark,Flying,Red,Dark Aura,,,6,1,0,5.8,203,126,131,95,131,98,99,680,45,120,30720,Undiscovered,,340,3,0,0,0,0,0,3
718,1,7181,Zygarde,Dragon,Ground,Green,Aura Break,Power Construct,,6,1,0,5,305,108,100,121,81,95,95,600,3,120,30720,Undiscovered,,300,3,0,0,0,0,0,3
718,2,7182,Zygarde,Dragon,Ground,Black,Aura Break,Power Construct,,6,1,0,1.2,33.5,54,100,71,61,85,115,486,3,120,30720,Undiscovered,,243,3,0,0,0,0,0,3
718,3,7183,Zygarde,Dragon,Ground,Black,Power Construct,,,6,1,0,4.5,610,216,100,121,91,95,85,708,3,120,30720,Undiscovered,,354,3,0,0,0,0,0,3
719,1,7191,Diancie,Rock,Fairy,Pink,Clear Body,,,6,1,0,0.7,8.8,50,100,150,100,150,50,600,3,25,6400,Undiscovered,,300,0,0,1,0,2,0,3
719,2,7192,Mega Diancie,Rock,Fairy,Pink,Magic Bounce,,,6,1,1,1.1,27.8,50,160,110,160,110,110,700,3,25,6400,Undiscovered,,350,0,0,1,0,2,0,3
720,1,7201,Hoopa,Psychic,Ghost,Purple,Magician,,,6,1,0,0.5,9,80,110,60,150,130,70,600,3,120,30720,Undiscovered,,300,0,0,0,3,0,0,3
720,2,7202,Hoopa,Psychic,Dark,Purple,Magician,,,6,1,0,6.5,490,80,160,60,170,130,80,680,3,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
721,1,7211,Volcanion,Fire,Water,Brown,Watet Absorb,,,6,1,0,1.7,195,80,110,120,130,90,70,600,3,120,30720,Undiscovered,,300,0,0,0,3,0,0,3
722,1,7221,Rowlet,Grass,Flying,Brown,Overgrow,,Long Reach,7,0,0,0.3,1.5,68,55,55,50,50,42,320,45,15,3840,Flying,,64,1,0,0,0,0,0,1
723,1,7231,Dartrix,Grass,Flying,Brown,Overgrow,,Long Reach,7,0,0,0.7,16,78,75,75,70,70,52,420,45,15,3840,Flying,,147,2,0,0,0,0,0,2
724,1,7241,Decidueye,Grass,Ghost,Brown,Overgrow,,Long Reach,7,0,0,1.6,36.6,78,107,75,100,100,70,530,45,15,3840,Flying,,265,0,3,0,0,0,0,3
725,1,7251,Litten,Fire,,Red,Blaze,,Intimidate,7,0,0,0.4,4.3,45,65,40,60,40,70,320,45,15,3840,Field,,64,0,0,0,0,0,1,1
726,1,7261,Torracat,Fire,,Red,Blaze,,Intimidate,7,0,0,0.7,25,65,85,50,80,50,90,420,45,15,3840,Field,,147,0,0,0,0,0,2,2
727,1,7271,Incineroar,Fire,Dark,Red,Blaze,,Intimidate,7,0,0,1.8,83,95,115,90,80,90,60,530,45,15,3840,Field,,265,0,3,0,0,0,0,3
728,1,7281,Popplio,Water,,Blue,Torrent,,Liquid Voice,7,0,0,0.4,7.5,50,54,54,66,56,40,320,45,15,3840,Water1,Field,64,0,0,0,1,0,0,1
729,1,7291,Brionne,Water,,Blue,Torrent,,Liquid Voice,7,0,0,0.6,17.5,60,69,69,91,81,50,420,45,15,3840,Water1,Field,147,0,0,0,2,0,0,2
